cell_id,fr_state,nrg_state,reward,terminated,truncated,cumulative_reward,average_reward
8,63.0,0.000112167014,-0.07655245228564708,0,0,-0.07655245228564708,-0.07655245228564708
8,-61.0,8.121784e-05,-0.38378511830127204,0,0,-0.46033757058691915,-0.23016878529345958
8,-24.0,9.5817e-05,-0.29747517271792856,0,0,-0.7578127433048477,-0.25260424776828255
8,-2.0,8.024684e-05,-0.2219050185278651,0,0,-0.9797177618327129,-0.24492944045817822
8,10.0,0.00013673924,-0.2456701414183375,0,0,-1.2253879032510504,-0.24507758065021007
8,-22.0,3.9035385e-05,-0.2352390186384913,0,0,-1.4606269218895418,-0.24343782031492364
8,-37.0,8.2878236e-05,-0.31999095841205083,0,0,-1.7806178803015926,-0.2543739829002275
8,8.0,8.8733424e-05,-0.20311886831080883,0,0,-1.9837367486124013,-0.24796709357655017
8,8.0,8.9549176e-05,-0.20393461747920483,0,0,-2.1876713660916063,-0.24307459623240069
8,5.0,7.9247795e-05,-0.2018150822714564,0,0,-2.389486448363063,-0.2389486448363063
8,-4.0,7.1837996e-05,-0.21895073219096628,0,0,-2.608437180554029,-0.237130652777639
8,-4.0,7.012862e-05,-0.21724135442531076,0,0,-2.82567853497934,-0.23547321124827833
8,26.0,0.000111357505,-0.17665205164706674,0,0,-3.0023305866264067,-0.23094850666356975
8,6.0,9.5994765e-06,-0.12943949266231025,0,0,-3.131770079288717,-0.2236978628063369
8,0.0,1.6767818e-06,-0.13788041821575134,0,0,-3.2696504975044682,-0.21797669983363122
8,-6.0,4.3822547e-05,-0.19638982280051676,0,0,-3.4660403203049848,-0.21662752001906152
8,-4.0,6.193286e-05,-0.2090455905989405,0,0,-3.6750859109039253,-0.21618152417081912
8,-10.0,1.26601335e-05,-0.17613648935115303,0,0,-3.8512224002550783,-0.213956800014171
8,-21.0,5.278673e-05,-0.24626309438502755,0,0,-4.097485494640106,-0.21565713129684766
8,-14.0,0.00010198502,-0.2763704793051478,0,0,-4.373855973945253,-0.21869279869726266
8,8.0,8.8204026e-05,-0.20258946581637827,0,0,-4.576445439761631,-0.21792597332198244
8,-2.0,0.00014931631,-0.2909744994238612,0,0,-4.867419939185492,-0.2212463608720678
8,6.0,9.424822e-05,-0.2140882389143702,0,0,-5.081508178099862,-0.2209351381782549
8,6.0,6.5370274e-05,-0.18521028919970955,0,0,-5.2667184672995715,-0.21944660280414885
8,8.0,3.469949e-05,-0.14908493026053873,0,0,-5.4158033975601105,-0.21663213590240446
8,4.0,1.3572022e-06,-0.12665175809419124,0,0,-5.542455155654301,-0.21317135214055008
8,0.0,1.0830431e-05,-0.14703406779921022,0,0,-5.689489223453512,-0.21072182309087084
8,4.0,1.7496162e-05,-0.14279071851527658,0,0,-5.832279941968788,-0.20829571221317103
8,2.0,2.1098502e-05,-0.1518475980952975,0,0,-5.984127540064086,-0.20634922551945126
8,34.0,9.4043586e-05,-0.13751996918475595,0,0,-6.121647509248842,-0.20405491697496142
10,22.0,0.0001121038,-0.18830742998874156,0,0,-6.309954939237583,-0.20354693352379302
10,8.0,5.960251e-05,-0.17398795052325694,0,0,-6.48394288976084,-0.2026232153050263
10,12.0,5.3489104e-05,-0.1569654659823176,0,0,-6.640908355743157,-0.2012396471437321
10,-2.0,8.6856126e-05,-0.2285143034056422,0,0,-6.8694226591488,-0.20204184291614122
10,-22.0,8.713255e-05,-0.2833361820772883,0,0,-7.152758841226088,-0.20436453832074544
10,-20.0,2.6356314e-05,-0.21710540815150706,0,0,-7.369864249377596,-0.20471845137159994
10,10.0,8.788807e-05,-0.19681896730220286,0,0,-7.566683216679799,-0.20450495180215678
10,57.0,9.438136e-05,-0.07513045831477609,0,0,-7.641813674994575,-0.20110035986827834
10,0.0,8.4531304e-05,-0.2207349435881373,0,0,-7.8625486185827125,-0.2016038107328901
10,-40.0,8.070581e-05,-0.32600035830295054,0,0,-8.188548976885663,-0.20471372442214159
10,-2.0,2.007836e-05,-0.16173653616464106,0,0,-8.350285513050304,-0.2036655003183001
10,-6.0,5.1223167e-05,-0.2037904457644221,0,0,-8.554075958814726,-0.20366847520987444
10,-6.0,3.878963e-05,-0.19135690494334665,0,0,-8.745432863758072,-0.20338215962228076
10,0.0,0.00013023474,-0.26643837853229013,0,0,-9.011871242290363,-0.20481525550659915
10,-18.0,6.208721e-05,-0.24738176031863657,0,0,-9.259253002609,-0.20576117783575557
10,-8.0,9.0772955e-05,-0.24879477186953988,0,0,-9.50804777447854,-0.20669669074953348
