cell_id,fr_state,nrg_state,reward,terminated,truncated,cumulative_reward,average_reward
8,2.0,6.3940824e-05,-0.20643587600259877,0,0,-0.20643587600259877,-0.20643587600259877
8,-2.0,3.7580372e-05,-0.20780108909874057,0,0,-0.41423696510133934,-0.20711848255066967
8,-26.0,8.4139676e-05,-0.31835348199873065,0,0,-0.7325904471000699,-0.2441968157000233
8,2.0,5.4781262e-06,-0.17720452476112938,0,0,-0.9097949718611993,-0.22744874296529982
8,-2.0,3.2190255e-05,-0.20510603081255055,0,0,-1.1149010026737498,-0.22298020053474996
8,-4.0,1.629496e-05,-0.20443112667470073,0,0,-1.3193321293484506,-0.21988868822474175
8,21.0,0.00012313623,-0.16694264005689716,0,0,-1.4862747694053478,-0.21232496705790682
8,51.0,7.554775e-05,-0.03405749987630937,0,0,-1.5203322692816572,-0.19004153366020715
8,65.0,0.00013755799,-0.0141535301115999,0,0,-1.534485799393257,-0.17049842215480634
8,-2.0,3.9779876e-05,-0.20890084098844625,0,0,-1.7433866403817033,-0.17433866403817033
8,-2.0,4.5056017e-06,-0.19126370310603474,0,0,-1.934650343487738,-0.17587730395343074
8,-4.0,1.3357396e-06,-0.19695151614776646,0,0,-2.1316018596355044,-0.1776334883029587
8,2.0,6.3779107e-06,-0.17765441689460373,0,0,-2.309256276530108,-0.1776350981946237
8,0.0,8.608573e-05,-0.22478105019598102,0,0,-2.534037326726089,-0.18100266619472064
8,2.0,0.000102864535,-0.22589773129491902,0,0,-2.759935058021008,-0.18399567053473387
8,-20.0,4.2390086e-05,-0.2756605003383646,0,0,-3.035595558359373,-0.1897247223974608
8,61.0,0.00013032333,-0.025081690063763602,0,0,-3.0606772484231364,-0.18003983814253743
8,4.0,1.6255197e-05,-0.17532033961086368,0,0,-3.235997588034,-0.17977764377966665
8,-20.0,8.942245e-05,-0.2991766829398165,0,0,-3.5351742709738163,-0.18606180373546402
8,4.0,1.2584218e-07,-0.16725566223665905,0,0,-3.7024299332104755,-0.18512149666052377
8,-2.0,5.567063e-05,-0.216846217623044,0,0,-3.9192761508335194,-0.186632197658739
8,4.0,1.0438526e-05,-0.17241200435726736,0,0,-4.091688155190787,-0.18598582523594487
8,0.0,8.513281e-05,-0.22430458556680774,0,0,-4.315992740757594,-0.18765185829380845
8,5.0,2.2497714e-05,-0.17480523850588894,0,0,-4.490797979263483,-0.18711658246931182
8,0.0,7.040149e-05,-0.21693892668752765,0,0,-4.707736905951011,-0.18830947623804042
8,4.0,7.087314e-05,-0.20262931179075336,0,0,-4.910366217741764,-0.188860239143914
8,27.0,9.290304e-05,-0.13000788580446337,0,0,-5.0403741035462275,-0.18668052235356397
8,-12.0,8.822979e-05,-0.2694894481804857,0,0,-5.309863551726713,-0.18963798399023976
8,20.0,3.8100497e-05,-0.12806118022470567,0,0,-5.437924731951419,-0.1875146459293593
8,0.0,3.8392413e-05,-0.20093438815145587,0,0,-5.638859120102875,-0.18796197067009585
8,0.0,2.2294202e-05,-0.1928852830436716,0,0,-5.831744403146547,-0.1881207871982757
8,15.0,7.220163e-05,-0.16329354535608384,0,0,-5.995037948502631,-0.18734493589070722
8,8.0,3.4820925e-05,-0.17005771588354204,0,0,-6.165095664386173,-0.18682108073897494
8,-28.0,2.7979853e-05,-0.29754628877906897,0,0,-6.4626419531652415,-0.19007770450486006
8,20.0,0.00010318302,-0.16060244034795854,0,0,-6.6232443935132,-0.18923555410037715
8,23.0,5.6791647e-05,-0.12649762522249317,0,0,-6.749742018735693,-0.18749283385376925
8,15.0,0.000162947,-0.20866623710661028,0,0,-6.958408255842303,-0.18806508799573793
8,0.0,0.00010782602,-0.23565119098692036,0,0,-7.194059446829224,-0.18931735386392692
8,29.0,5.6121313e-05,-0.10434429835348223,0,0,-7.298403745182706,-0.18713855756878733
8,21.0,0.00018508972,-0.19791938852338886,0,0,-7.496323133706095,-0.18740807834265238
8,-4.0,9.920825e-05,-0.24588777314691637,0,0,-7.742210906853011,-0.18883441236226858
8,0.0,1.5895468e-05,-0.18968591581850147,0,0,-7.931896822671513,-0.18885468625408364
8,-47.0,0.00015379293,-0.4295437474158297,0,0,-8.361440570087343,-0.194452106281101
8,-40.0,4.2008836e-05,-0.3481971506383905,0,0,-8.709637720725734,-0.1979463118346758
8,2.0,9.455658e-05,-0.22174375247030353,0,0,-8.931381473196037,-0.19847514384880083
8,12.0,3.941077e-05,-0.1578071970847139,0,0,-9.089188670280752,-0.19759105804958157
8,2.0,0.0001242998,-0.23661536168127156,0,0,-9.325804031962024,-0.19842136238217073
8,73.0,0.00015352922,0.0069517355057707175,0,0,-9.318852296456253,-0.19414275617617194
8,39.0,8.693911e-05,-0.08338954638509843,0,0,-9.402241842841352,-0.19188248658859902
8,20.0,0.00011270788,-0.1653648693469057,0,0,-9.567606712188258,-0.19135213424376515
8,2.0,3.1295698e-05,-0.1901133109238634,0,0,-9.757720023112121,-0.19132784359043375
8,0.0,1.2755223e-05,-0.18811579312949275,0,0,-9.945835816241614,-0.1912660733892618
8,-26.0,3.1351075e-05,-0.29195918034582236,0,0,-10.237794996587436,-0.1931659433318384
8,-4.0,0.0001039673,-0.2482673008349428,0,0,-10.486062297422379,-0.19418633884115516
8,6.0,6.0273876e-05,-0.19005696069269276,0,0,-10.676119258115072,-0.19411125923845587
8,-2.0,8.525383e-05,-0.2316378165390978,0,0,-10.907757074654171,-0.19478137633311013
8,0.0,7.946892e-06,-0.1857116278615484,0,0,-11.09346870251572,-0.19462225793887222
8,-4.0,3.1702297e-05,-0.2121347952988634,0,0,-11.305603497814584,-0.1949241982381824
8,-20.0,0.00016033242,-0.33463167141943073,0,0,-11.640235169234014,-0.19729212151244085
8,0.0,3.611311e-05,-0.19979473691253757,0,0,-11.840029906146551,-0.19733383176910912
8,-8.0,0.000111670546,-0.2666643638518343,0,0,-12.106694269998385,-0.19847039786882592
8,-4.0,0.00010192234,-0.24724481891660785,0,0,-12.353939088914993,-0.19925708207927403
8,6.0,1.8972247e-05,-0.16940614472894763,0,0,-12.52334523364394,-0.1987832576768879
8,-75.0,0.00011670716,-0.5128190357592592,0,0,-13.0361642694032,-0.20369006670942497
8,-20.0,0.00015456384,-0.33174737881689165,0,0,-13.36791164822009,-0.205660179203386
8,-16.0,9.9774414e-05,-0.2898071993496904,0,0,-13.65771884756978,-0.2069351340540876
8,-8.0,3.5875535e-06,-0.21262286383478735,0,0,-13.870341711404567,-0.20702002554335175
8,0.0,1.3524603e-05,-0.1885004837420473,0,0,-14.058842195146614,-0.20674767934039137
8,21.0,5.466839e-05,-0.13270871829061603,0,0,-14.19155091343723,-0.20567465091938014
8,4.0,4.096117e-05,-0.18767332773475742,0,0,-14.379224241171986,-0.20541748915959981
8,20.0,8.404382e-05,-0.15103284310369586,0,0,-14.530257084275682,-0.20465150822923497
8,6.0,3.6707552e-06,-0.1617553985100875,0,0,-14.69201248278577,-0.20405572892758014
8,-2.0,3.2983608e-05,-0.20550270568399523,0,0,-14.897515188469766,-0.2040755505269831
8,-8.0,8.0077145e-05,-0.2508676607516298,0,0,-15.148382849221395,-0.20470787634082965
8,2.0,4.3843576e-07,-0.17468467938068158,0,0,-15.323067528602078,-0.2043075670480277
8,-14.0,0.00010367189,-0.2844832200911531,0,0,-15.607550748693232,-0.20536250985122673
8,0.0,1.0055054e-05,-0.18676570918231106,0,0,-15.794316457875542,-0.20512099295942263
8,-42.0,0.00013747938,-0.4032051403429995,0,0,-16.197521598218543,-0.20766053331049414
8,-24.0,8.2510865e-05,-0.3102663297560701,0,0,-16.507787927974615,-0.20895934086043816
8,0.0,8.295086e-05,-0.22321361195116138,0,0,-16.731001539925778,-0.20913751924907215
8,0.0,8.556922e-05,-0.22452279221086596,0,0,-16.955524332136644,-0.20932746089057577
8,16.0,7.026345e-05,-0.15868809711008164,0,0,-17.114212429246727,-0.20870990767374048
